customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
TC-004323,Female,0,Yes,No,10,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),91.07,916.12,No
TC-004324,Female,1,Yes,No,40,Yes,No phone service,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Electronic check,85.97,3477.91,Yes
TC-004325,Female,0,No,No,15,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,93.05,1348.65,No
TC-004326,Male,1,No,No,0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.21,68.21,Yes
TC-004327,Male,0,Yes,No,51,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),22.48,1123.13,No
TC-004328,Female,1,No,No,32,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),60.63,1949.04,No
TC-004329,Male,0,No,No,3,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),69.01,211.11,No
TC-004330,Female,0,No,No,48,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Mailed check,86.64,4122.49,No
TC-004331,Male,0,No,Yes,54,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.6,4927.81,No
TC-004332,Male,0,Yes,No,63,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,80.2,5102.71,Yes
TC-004333,Male,0,No,No,45,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Mailed check,99.31,4633.7,No
TC-004334,Male,0,Yes,No,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.17,17.34,No
TC-004335,Female,0,Yes,No,59,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),82.03,4846.02,No
TC-004336,Male,0,No,Yes,45,No,No phone service,DSL,No,Yes,Yes,No,No,No,One year,No,Electronic check,38.34,1711.38,No
TC-004337,Female,0,Yes,No,52,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Electronic check,95.39,4975.08,Yes
TC-004338,Female,1,No,No,30,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,90.66,2779.28,No
TC-004339,Female,0,Yes,Yes,0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Electronic check,79.35,79.35,No
TC-004340,Male,0,Yes,No,45,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,No,Electronic check,107.25,4941.55,No
TC-004341,Female,0,No,No,5,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,76.18,384.45,No
TC-004342,Female,0,No,No,1,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),109.67,118.52,No
TC-004343,Female,0,Yes,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),41.58,663.95,Yes
TC-004344,Male,0,No,Yes,11,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Electronic check,87.08,1009.46,No
TC-004345,Male,0,Yes,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,44.34,2250.64,No
TC-004346,Female,0,No,No,53,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),99.9,5263.36,No
TC-004347,Male,1,Yes,Yes,6,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,91.77,549.14,Yes
TC-004348,Female,0,Yes,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,33.62,1190.04,No
TC-004349,Female,0,Yes,No,56,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),101.8,5751.01,No
TC-004350,Male,0,Yes,Yes,45,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,No,Mailed check,94.62,4283.95,No
TC-004351,Female,0,Yes,No,55,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.34,1040.29,No
TC-004352,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,40.53,21.64,Yes
TC-004353,Male,0,Yes,No,25,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.56,2307.62,No
TC-004354,Female,1,No,No,1,Yes,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,74.88,37.41,Yes
TC-004355,Male,0,No,No,0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,95.99,95.99,Yes
TC-004356,Male,0,Yes,Yes,72,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),70.15,5018.0,Yes
TC-004357,Female,0,Yes,No,1,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,79.69,179.6,No
TC-004358,Female,0,No,Yes,36,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,67.09,2397.48,No
TC-004359,Male,0,Yes,No,8,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,89.78,692.25,Yes
TC-004360,Male,0,Yes,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,36.14,123.68,No
TC-004361,Female,0,No,No,50,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,No,Mailed check,84.63,4250.16,No
TC-004362,Male,0,No,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,40.67,2154.93,No
TC-004363,Male,0,No,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),27.67,1697.99,Yes
TC-004364,Male,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,97.12,575.08,No
TC-004365,Male,0,No,Yes,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,26.98,1191.67,No
TC-004366,Male,0,No,No,40,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),86.97,3424.46,No
TC-004367,Male,1,Yes,No,4,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),92.66,378.11,No
TC-004368,Male,0,No,Yes,19,Yes,No,DSL,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),45.48,887.56,No
TC-004369,Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),95.21,265.46,No
TC-004370,Female,0,Yes,Yes,49,Yes,No phone service,DSL,No,No,Yes,No,No,No,One year,No,Electronic check,62.67,3106.71,No
TC-004371,Female,0,Yes,Yes,38,Yes,No phone service,DSL,No,No,No,No,No,No,Two year,Yes,Mailed check,56.88,2132.52,No
TC-004372,Female,0,Yes,No,52,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,60.12,3175.05,No
TC-004373,Female,0,Yes,No,20,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,75.83,1473.93,No
TC-004374,Male,0,Yes,No,38,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,78.01,2976.4,Yes
TC-004375,Male,1,Yes,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,40.34,1291.68,No
TC-004376,Male,1,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),37.9,1201.51,Yes
TC-004377,Male,0,Yes,No,2,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Electronic check,86.37,240.61,No
TC-004378,Female,0,Yes,Yes,0,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),90.89,90.89,Yes
TC-004379,Male,0,Yes,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,40.12,1454.95,No
TC-004380,Male,0,Yes,No,52,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Mailed check,75.01,3971.99,No
TC-004381,Female,0,No,No,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),38.89,1666.54,No
TC-004382,Male,0,Yes,Yes,4,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,80.1,335.19,No
TC-004383,Male,0,Yes,No,20,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,84.64,1722.28,Yes
TC-004384,Female,0,No,Yes,18,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,83.37,1583.92,No
TC-004385,Male,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Credit card (automatic),95.58,376.8,No
TC-004386,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,92.72,0.0,No
TC-004387,Male,0,Yes,No,27,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),81.63,2181.59,No
TC-004388,Male,0,No,No,54,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,88.6,4828.53,Yes
TC-004389,Male,0,No,No,13,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Credit card (automatic),112.56,1444.51,No
TC-004390,Female,0,No,No,3,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,64.62,152.22,No
TC-004391,Female,0,Yes,No,29,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.97,620.98,No
TC-004392,Female,0,Yes,Yes,7,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Mailed check,92.47,702.84,No
TC-004393,Female,0,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),33.6,1724.71,No
TC-004394,Female,0,Yes,No,54,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,68.82,3652.3,Yes
TC-004395,Female,0,Yes,No,36,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Electronic check,75.31,2704.01,No
TC-004396,Male,0,Yes,No,37,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),111.04,4041.94,No
TC-004397,Female,0,Yes,No,12,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),93.21,1167.5,Yes
TC-004398,Female,0,Yes,No,37,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Mailed check,73.22,2782.25,No
TC-004399,Male,0,No,No,65,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),61.46,3998.06,No
TC-004400,Male,0,No,No,0,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,72.97,72.97,No
TC-004401,Female,1,No,Yes,47,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Mailed check,89.4,4226.12,No
TC-004402,Male,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,81.01,166.24,Yes
TC-004403,Female,0,Yes,No,34,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Credit card (automatic),111.03,3722.45,No
TC-004404,Male,0,No,No,47,Yes,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,109.03,5084.05,Yes
TC-004405,Female,0,No,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,32.35,1205.04,No
TC-004406,Male,0,Yes,Yes,52,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Mailed check,66.8,3397.15,No
TC-004407,Male,0,Yes,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),41.24,575.03,No
TC-004408,Female,0,Yes,No,2,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,66.26,87.24,No
TC-004409,Female,0,Yes,No,29,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,22.62,626.36,Yes
TC-004410,Female,0,No,No,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,31.25,523.58,No
TC-004411,Female,0,Yes,No,30,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,84.85,2515.51,Yes
TC-004412,Female,1,Yes,Yes,40,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Mailed check,94.8,3892.42,No
TC-004413,Male,0,Yes,Yes,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,43.79,2163.44,No
TC-004414,Female,0,Yes,Yes,48,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,96.26,4640.19,Yes
TC-004415,Female,0,Yes,No,57,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),85.74,4872.93,No
TC-004416,Male,0,Yes,No,32,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,118.12,3807.93,No
TC-004417,Male,1,No,No,44,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),54.11,2384.24,No
TC-004418,Female,1,No,No,20,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),88.49,1703.5,Yes
TC-004419,Male,0,No,No,45,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,82.62,3739.6,No
TC-004420,Male,0,Yes,No,35,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,86.72,2966.95,No
TC-004421,Female,0,Yes,No,13,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),51.34,615.85,No
TC-004422,Male,0,No,No,2,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Mailed check,78.19,60.47,No
TC-004423,Male,0,No,Yes,42,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),36.01,1542.92,Yes
TC-004424,Female,1,No,No,0,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,108.63,108.63,No
TC-004425,Female,1,No,No,35,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),74.91,2646.09,No
TC-004426,Male,1,Yes,No,7,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),120.0,812.95,No
TC-004427,Male,0,No,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.66,24.66,No
TC-004428,Female,0,Yes,No,45,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),83.89,3805.58,No
TC-004429,Male,0,Yes,No,66,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,79.62,5222.48,No
TC-004430,Male,0,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,114.72,935.39,Yes
TC-004431,Male,0,No,No,18,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.56,352.52,No
TC-004432,Female,0,No,No,47,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,33.23,1631.69,Yes
TC-004433,Male,0,No,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,34.45,361.82,No
TC-004434,Male,0,Yes,No,68,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,74.02,5040.41,No
TC-004435,Female,1,Yes,Yes,21,No,No phone service,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),73.27,1586.05,No
TC-004436,Male,1,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,48.91,156.69,No
TC-004437,Male,1,Yes,No,34,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.19,3414.86,Yes
TC-004438,Female,0,No,No,44,Yes,No phone service,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,74.3,3269.76,No
TC-004439,Female,0,Yes,No,0,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,90.82,90.82,Yes
TC-004440,Female,0,Yes,No,64,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Credit card (automatic),95.21,6097.58,No
TC-004441,Female,0,Yes,Yes,64,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),111.44,7128.62,No
TC-004442,Male,1,Yes,Yes,6,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,95.5,562.45,No
TC-004443,Male,1,Yes,No,63,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,83.31,5255.49,No
TC-004444,Female,0,Yes,No,27,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),92.87,2469.93,No
TC-004445,Female,0,Yes,Yes,37,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Mailed check,96.51,3534.31,No
TC-004446,Male,0,No,Yes,64,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),114.79,7328.32,No
TC-004447,Female,0,Yes,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,28.86,1619.41,No
TC-004448,Male,1,Yes,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Mailed check,93.52,241.99,Yes
TC-004449,Female,0,No,No,39,Yes,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),58.87,2316.14,No
TC-004450,Male,0,No,No,42,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),86.36,3701.87,No
TC-004451,Female,0,No,Yes,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,37.89,376.59,No
TC-004452,Female,0,No,No,27,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),69.5,1902.99,No
TC-004453,Male,0,Yes,Yes,2,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,85.3,114.05,Yes
TC-004454,Female,1,Yes,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),34.64,488.19,No
TC-004455,Male,0,No,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),36.62,839.34,No
TC-004456,Male,0,Yes,No,67,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),86.5,5777.56,No
TC-004457,Male,0,No,No,52,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),54.39,2769.83,No
TC-004458,Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),106.99,7720.79,No
TC-004459,Male,0,Yes,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),40.31,156.87,No
TC-004460,Female,0,Yes,No,39,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.0,723.85,No
TC-004461,Female,0,Yes,No,39,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),60.43,2346.01,Yes
TC-004462,Male,0,Yes,No,41,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),71.9,3018.0,No
TC-004463,Female,0,No,No,55,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),102.88,5714.53,Yes
TC-004464,Male,0,Yes,Yes,45,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,57.56,2501.62,Yes
TC-004465,Female,0,Yes,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,100.06,716.52,Yes
TC-004466,Female,0,Yes,No,44,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Electronic check,59.29,2630.33,No
TC-004467,Female,0,Yes,No,50,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,62.57,3181.23,No
TC-004468,Female,0,Yes,No,7,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),80.94,590.06,No
TC-004469,Male,0,No,No,29,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),53.71,1507.87,No
TC-004470,Male,0,Yes,No,28,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),73.88,2106.51,No
TC-004471,Female,1,No,Yes,45,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.61,3571.52,No
TC-004472,Female,0,Yes,No,18,Yes,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),94.89,1669.5,Yes
TC-004473,Male,0,Yes,No,39,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),93.56,3700.58,No
TC-004474,Female,1,No,No,35,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,97.73,3441.42,No
TC-004475,Male,0,Yes,No,58,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),95.83,5619.16,No
TC-004476,Male,0,Yes,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,30.77,1849.34,Yes
TC-004477,Male,0,No,Yes,72,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),97.71,7037.07,No
TC-004478,Female,0,Yes,No,71,Yes,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),77.11,5517.63,No
TC-004479,Male,0,No,Yes,26,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,116.42,3004.46,No
TC-004480,Female,0,No,No,64,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,30.23,1907.37,Yes
TC-004481,Male,0,No,No,66,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,82.16,5395.58,No
TC-004482,Female,1,Yes,No,68,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),87.37,5950.13,No
TC-004483,Female,0,Yes,No,48,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),108.31,5197.8,No
TC-004484,Female,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,85.01,163.51,Yes
TC-004485,Male,0,Yes,Yes,15,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Mailed check,97.44,1414.66,No
TC-004486,Male,0,No,No,45,Yes,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),96.33,4284.83,No
TC-004487,Female,0,Yes,Yes,43,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,62.1,2637.02,No
TC-004488,Female,0,No,No,28,No,No phone service,DSL,No,No,Yes,No,No,No,Two year,Yes,Mailed check,53.22,1518.04,No
TC-004489,Female,0,Yes,Yes,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,33.28,1994.38,Yes
TC-004490,Male,0,No,No,67,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,70.7,4710.5,Yes
TC-004491,Male,1,Yes,No,46,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),100.64,4578.08,No
TC-004492,Male,0,No,No,52,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,31.79,1680.19,No
TC-004493,Male,0,Yes,Yes,8,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,96.89,708.48,Yes
TC-004494,Female,0,No,No,30,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Mailed check,100.17,3051.72,No
TC-004495,Female,0,Yes,No,43,Yes,No phone service,DSL,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),66.88,2790.83,No
TC-004496,Male,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,41.02,58.95,Yes
TC-004497,Male,0,No,Yes,3,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,82.61,216.09,No
TC-004498,Female,0,Yes,No,34,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Electronic check,95.78,3302.92,No
TC-004499,Male,0,Yes,No,29,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,No,Bank transfer (automatic),71.98,2069.38,No
TC-004500,Male,0,Yes,Yes,6,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),89.13,555.06,No
TC-004501,Male,0,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),35.38,1689.48,No
TC-004502,Male,0,No,No,40,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),89.24,3469.65,No
